nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Srta. Rebeca da Rocha,835.429.671-73,48,23/03/1976,"Favela Isadora da Luz, 5
Anchieta
62114-525 Novaes / SE",Sergipe,Brasil,10761.24,Ensino Superior,1,Casado,12,Comércio
Bárbara das Neves,763.412.085-53,46,02/01/1978,"Praia Melo, 72
Fernão Dias
02283596 da Costa / CE",Pernambuco,Brasil,10789.48,Ensino Médio,1,Casado,21,Saúde
Dr. Renan das Neves,980.475.216-67,44,29/12/1979,"Colônia Renan Melo, 83
Vila Rica
56965-878 Gonçalves de Araújo / BA",Rondônia,Brasil,6303.77,Ensino Médio,2,Casado,3,Indústria
Gustavo Henrique Gomes,590.164.283-05,56,13/05/1967,"Viela de da Cunha
São Salvador
86083815 Moreira de Caldeira / AL",Amazonas,Brasil,13937.67,Ensino Médio,0,Casado,30,Tecnologia
Ana da Rosa,920.185.467-67,36,13/05/1987,"Núcleo de Pereira, 8
Nazare
81817-941 da Cruz / RN",Pernambuco,Brasil,,Ensino Médio,1,Solteiro,1,Tecnologia
Laís da Mota,913.874.260-87,34,01/05/1989,"Residencial Nicolas Fogaça, 30
Vila Maria
62618541 Pinto / PA",Tocantins,Brasil,11127.47,Ensino Superior,2,Casado,6,Saúde
Dra. Emanuella Nogueira,845.037.692-00,46,24/12/1977,"Núcleo Sophie Alves, 79
Gameleira
86282975 Pereira do Galho / RS",Distrito Federal,Brasil,12216.39,Ensino Superior,3,Casado,22,Saúde
Manuela Cavalcanti,362.045.189-33,35,25/04/1988,"Estação Olivia Barros, 37
Tupi B
08480-199 Ferreira do Campo / RO",Tocantins,Brasil,8219.17,Ensino Médio,0,Casado,9,Saúde
João Gomes,237.015.698-86,60,02/02/1964,"Favela Correia, 55
Diamante
27813615 Porto Verde / AP",Minas Gerais,Brasil,4739.76,Ensino Fundamental,1,Casado,36,Indústria
Lorenzo Azevedo,204.631.875-71,36,05/09/1987,"Distrito de Costa, 54
Jardim Vitoria
23985-226 Correia / RS",Mato Grosso do Sul,Brasil,7769.92,Ensino Médio,2,Casado,11,Saúde
Henrique Castro,819.427.653-55,34,12/01/1990,"Alameda de Dias, 34
Jonas Veiga
64085-288 Barros / SC",Acre,Brasil,14499.59,Ensino Superior,0,Solteiro,16,Saúde
Ana Mendes,139.628.540-70,21,03/04/2003,"Campo de Silva
Nova Granada
95507206 Campos / ES",Roraima,Brasil,2913.21,Ensino Fundamental,2,Casado,2,Tecnologia
Enzo Gabriel Peixoto,905.873.461-75,64,12/03/1960,"Lagoa Ana Sophia Costa, 22
Vila Coqueiral
06663225 Aragão de Goiás / MG",Rio de Janeiro,Brasil,4401.9,Ensino Superior,0,Casado,0,Comércio
Sr. Cauê da Luz,983.265.107-77,23,24/11/2000,"Passarela Cauã Novaes, 78
Anchieta
17244785 da Mata / ES",Piauí,Brasil,5183.17,Ensino Médio,0,Casado,5,Indústria
Gabriel Cardoso,064.158.392-33,58,18/04/1965,"Núcleo de Novaes, 2
Santo André
26558-205 da Mota / TO",Pernambuco,Brasil,20538.3,Ensino Superior,0,Casado,29,Saúde
Julia da Mata,842.073.615-53,24,17/02/2000,"Chácara Vieira, 157
Acaba Mundo
09376801 Rodrigues / AC",Rondônia,Brasil,4650.45,Ensino Superior,1,Casado,4,Educação
Dr. Pedro Lucas Pinto,750.426.839-92,30,19/05/1993,"Esplanada de Fogaça, 21
Calafate
59521-998 Almeida Verde / AL",Alagoas,Brasil,3963.92,Ensino Fundamental,0,Casado,3,Comércio
Ana Júlia Moraes,392.104.867-22,28,25/01/1996,"Morro Cardoso, 57
Brasil Industrial
68927082 Souza / SP",Ceará,Brasil,,Ensino Superior,1,Casado,2,Educação
Pedro Miguel Castro,316.502.784-62,51,27/06/1972,"Colônia Raquel Oliveira, 74
Vila Barragem Santa Lúcia
68880-991 das Neves de da Cruz / RN",Maranhão,Brasil,8590.86,Ensino Superior,0,Solteiro,14,Comércio
Stephany da Cruz,752.639.480-00,34,28/04/1989,"Fazenda Camila Novaes, 30
Cinquentenário
37399122 Gonçalves / SC",Amapá,Brasil,4162.27,Ensino Médio,3,Solteiro,3,Saúde
Rafaela Cardoso,853.109.246-98,18,06/10/2005,"Condomínio Rezende, 6
Caiçara - Adelaide
60045-442 Dias do Oeste / CE",Mato Grosso do Sul,Brasil,4557.42,Ensino Médio,2,Divorciado,0,Comércio
Sophie Barros,615.204.398-06,63,24/11/1960,"Viaduto Sophie Nogueira, 87
Novo Tupi
26528-473 Nascimento da Mata / GO",Sergipe,Brasil,8395.68,Ensino Superior,0,Casado,31,Comércio
Marcelo Martins,486.320.597-00,20,16/08/2003,"Avenida Enzo Costa, 64
Gameleira
59292856 Fogaça do Sul / PA",Paraná,Brasil,5629.47,Ensino Médio,1,Casado,1,Indústria
Stephany Sales,542.761.839-28,21,18/11/2002,"Via de Nascimento, 36
Nova Cintra
97994498 Silveira de Rocha / BA",Pará,Brasil,6410.17,Ensino Médio,0,Casado,3,Indústria
Vitória Caldeira,713.685.902-68,79,08/10/1944,"Campo Farias, 49
Caiçara - Adelaide
10659611 Barbosa de Cunha / PA",Piauí,Brasil,4609.63,Ensino Médio,1,Casado,16,Educação
Luigi Cardoso,385.017.426-35,31,14/10/1992,"Largo de Viana, 99
Ribeiro De Abreu
63446377 Santos das Flores / ES",Ceará,Brasil,2858.06,Ensino Fundamental,3,Solteiro,5,Tecnologia
Calebe da Rosa,129.760.485-76,22,28/10/2001,"Estrada Nunes, 983
Jardim Vitoria
84480411 Ribeiro de Lima / ES",Rio Grande do Sul,Brasil,4336.68,Ensino Médio,1,Solteiro,0,Indústria
Dra. Eduarda Lima,625.497.318-91,65,11/02/1959,"Campo Marina Costela, 3
Aguas Claras
02180-463 Sales / AL",Ceará,Brasil,7795.33,Ensino Médio,0,Solteiro,1,Comércio
Davi Lucca Almeida,230.187.964-03,24,11/07/1999,"Largo Maitê Teixeira, 51
Parque São José
30539-721 da Rosa / PE",Mato Grosso,Brasil,7183.26,Ensino Superior,2,Casado,0,Saúde
Maria Sophia Oliveira,781.923.506-30,52,09/05/1971,"Praça de Nunes, 4
Vila Tirol
18471906 das Neves do Norte / DF",Sergipe,Brasil,11539.21,Ensino Médio,1,Solteiro,27,Comércio
Thales da Conceição,087.514.296-67,37,29/04/1986,"Vale Moura, 34
Corumbiara
82422164 Souza da Mata / CE",Distrito Federal,Brasil,3578.94,Ensino Médio,0,Casado,14,Comércio
Dr. Yuri Gonçalves,574.962.183-91,23,23/01/2001,"Área Esther Oliveira, 35
Nova Vista
21794-668 da Mata / TO",Amazonas,Brasil,11301.55,Pós-graduação,0,Casado,4,Tecnologia
Dr. Cauã Nascimento,840.526.197-49,43,03/09/1980,"Loteamento de Lima, 486
Colégio Batista
04657167 Freitas do Oeste / PB",Pernambuco,Brasil,14621.56,Pós-graduação,1,Casado,6,Comércio
Raquel Rezende,396.527.840-10,40,03/09/1983,"Feira Ferreira, 7
Nossa Senhora Da Aparecida
83447590 Santos da Mata / PI",Espírito Santo,Brasil,8943.72,Ensino Médio,0,Solteiro,15,Comércio
Joana Cavalcanti,830.647.521-62,18,17/10/2005,"Praia de Mendes, 62
Estrela
72677-790 Cardoso / RO",Rio de Janeiro,Brasil,3379.71,Ensino Fundamental,0,Solteiro,0,Comércio
Joaquim da Costa,325.498.716-00,30,26/09/1993,"Aeroporto Viana, 94
Olhos D'água
16697-847 Pinto Grande / MG",Pernambuco,Brasil,7044.22,Ensino Médio,1,Casado,9,Comércio
Henrique Alves,781.064.239-13,50,28/07/1973,"Núcleo Lavínia da Rosa
Vila Aeroporto
90344905 Caldeira de da Cunha / RS",Goiás,Brasil,2431.25,Ensino Fundamental,0,Casado,1,Saúde
Eduarda Aragão,634.209.751-80,56,11/08/1967,"Passarela de Campos, 38
São Tomaz
76688411 Cavalcanti / SC",Piauí,Brasil,16055.04,Pós-graduação,1,Casado,33,Saúde
Theo Novaes,364.980.512-05,29,03/12/1994,"Rua Gabriela Nascimento, 185
Vila Vista Alegre
64679217 Vieira / PB",Santa Catarina,Brasil,12823.21,Ensino Superior,3,Casado,10,Tecnologia
Srta. Bárbara Cardoso,235.719.064-70,65,12/11/1958,"Estrada Brenda Monteiro, 1
Jardim Leblon
18759-939 da Mata Verde / AP",Paraíba,Brasil,7668.86,Ensino Superior,0,Casado,33,Indústria
Isabel da Rocha,725.109.846-67,25,28/12/1998,"Praça Pinto, 23
Novo Das Industrias
85055-843 da Costa do Norte / MG",Minas Gerais,Brasil,3096.79,Ensino Médio,1,Casado,2,Comércio
Sr. Isaac Moreira,526.739.814-46,46,19/12/1977,"Praia Rocha, 5
Vila Canto Do Sabiá
87726-584 Cardoso de Rodrigues / AM",Sergipe,Brasil,17877.27,Ensino Superior,1,Divorciado,23,Tecnologia
Srta. Sarah Martins,619.407.285-76,46,11/03/1978,"Avenida Nascimento, 62
Vila São Paulo
21629-795 Viana do Norte / RN",Amazonas,Brasil,6958.11,Ensino Médio,3,Solteiro,12,Educação
Benício Teixeira,816.540.279-01,47,27/08/1976,"Setor Thales Moreira
Guaratã
29787-552 da Costa Alegre / AC",Alagoas,Brasil,6181.7,Ensino Médio,2,Casado,23,Saúde
Brenda Aragão,976.825.413-00,39,10/06/1984,"Viela Alexia Cardoso, 29
Vila Santo Antônio
99869-055 Santos / RR",Amazonas,Brasil,6191.66,Ensino Médio,1,Viúvo,1,Educação
Bárbara Santos,239.418.560-06,31,06/03/1993,"Travessa Luiza Ramos, 41
São Pedro
31615868 Barros / ES",Goiás,Brasil,9181.32,Ensino Médio,0,Divorciado,12,Tecnologia
Dr. Benício Oliveira,364.712.089-87,53,10/06/1970,"Feira Anthony Dias, 281
Bonsucesso
13698-467 Almeida / PA",Sergipe,Brasil,9347.17,Ensino Médio,0,Divorciado,15,Tecnologia
Isabel Porto,725.196.408-20,47,10/11/1976,"Vale Esther da Mata, 9
Conjunto Celso Machado
02170-825 Cavalcanti / CE",São Paulo,Brasil,4709.05,Ensino Médio,1,Casado,11,Indústria
Nathan Moura,473.165.209-06,31,16/07/1992,"Ladeira de da Luz, 91
Lourdes
78214-764 Moreira / RN",Minas Gerais,Brasil,6317.55,Ensino Superior,0,Solteiro,9,Tecnologia
Lorena Freitas,328.746.950-92,26,25/01/1998,"Rua de Pereira, 1
Jonas Veiga
23873614 da Paz / AC",Piauí,Brasil,9365.53,Ensino Superior,4,Casado,2,Indústria
Lara da Paz,485.397.061-48,48,21/06/1975,"Vale Pires, 51
Camponesa 1ª Seção
13102890 Dias / SE",Sergipe,Brasil,10701.87,Ensino Superior,1,Casado,16,Tecnologia
Ana Carolina Moreira,794.056.283-56,28,07/05/1995,"Trecho Miguel Pires, 733
Itatiaia
36404135 Silva da Praia / RO",Maranhão,Brasil,4655.06,Ensino Médio,1,Casado,3,Comércio
Emanuel da Paz,937.254.081-14,37,20/12/1986,"Via Igor Lopes, 18
Diamante
78872-395 Ramos / CE",Paraná,Brasil,3529.75,Ensino Médio,1,Casado,2,Saúde
Bianca Duarte,361.502.489-33,20,15/06/2003,"Ladeira Pires, 23
Comiteco
92084-312 Almeida de Minas / PB",Amapá,Brasil,1577.65,Ensino Fundamental,0,Casado,2,Educação
Luiz Otávio da Paz,413.650.928-60,34,14/03/1990,"Avenida Isabel Ramos, 65
Leticia
57821-456 Cunha / PI",Minas Gerais,Brasil,11255.37,Ensino Médio,2,Solteiro,16,Tecnologia
Maria Clara Monteiro,962.341.708-03,31,20/02/1993,"Vale Oliveira, 30
Vila Fumec
54808378 Cavalcanti / RS",Amazonas,Brasil,10630.62,Ensino Superior,0,Casado,8,Comércio
Dr. Luiz Felipe Barbosa,719.840.362-03,24,01/05/1999,"Sítio de Barros, 80
Renascença
93782067 Ramos de Goiás / PE",Goiás,Brasil,4046.64,Ensino Médio,0,Casado,4,Educação
Bianca Martins,625.349.018-42,57,16/05/1966,"Campo da Luz, 86
Lagoinha
72781-381 Aragão / SP",Maranhão,Brasil,10236.07,Ensino Médio,3,Divorciado,32,Saúde
Benício Farias,056.412.798-11,30,21/03/1994,"Morro Lopes, 764
Santa Lúcia
20765202 Costela de Lopes / AC",Roraima,Brasil,2087.78,Ensino Fundamental,0,Casado,0,Educação
Renan da Rocha,096.741.523-34,52,03/02/1972,"Núcleo Gabriel Cavalcanti, 420
Bela Vitoria
71937699 Barros Grande / MT",Rio Grande do Norte,Brasil,5300.92,Ensino Médio,4,Solteiro,7,Educação
Lívia Carvalho,830.546.197-10,19,08/11/2004,"Quadra de Moreira, 3
Monte São José
84911-154 da Costa Verde / PE",Alagoas,Brasil,2850.48,Ensino Fundamental,1,Casado,0,Tecnologia
Pietra Teixeira,987.361.502-40,54,26/06/1969,"Conjunto de Moura, 59
São Jorge 3ª Seção
15872903 Alves / RR",Maranhão,Brasil,16866.83,Ensino Superior,0,Solteiro,30,Comércio
Sr. Thomas Costa,493.870.256-83,39,11/05/1984,"Rua Costela, 218
Manacas
98552-248 Jesus de Goiás / CE",Maranhão,Brasil,7552.46,Ensino Médio,1,Casado,4,Indústria
Alícia Costa,063.249.857-92,23,31/03/2001,"Residencial Helena Cunha, 76
Mangabeiras
27716706 Farias de Mendes / DF",Espírito Santo,Brasil,3104.81,Ensino Médio,0,Casado,3,Comércio
Olivia Caldeira,324.865.910-60,47,12/12/1976,"Favela de Rodrigues, 43
Laranjeiras
61190502 Monteiro de da Mota / AP",Santa Catarina,Brasil,4280.54,Ensino Médio,0,Solteiro,12,Tecnologia
Sr. Nicolas Vieira,135.798.602-59,40,15/09/1983,"Loteamento de Monteiro
Mangueiras
74163068 Monteiro da Praia / PE",Rondônia,Brasil,4179.46,Ensino Fundamental,1,Casado,1,Tecnologia
Sophie Pires,406.289.735-00,32,03/04/1992,"Recanto de Costa, 4
Boa Esperança
24458574 da Cruz / PR",Rio Grande do Norte,Brasil,7044.61,Ensino Médio,0,Solteiro,2,Indústria
Sr. Arthur Lima,408.769.532-83,33,10/02/1991,"Residencial Eloah Moura, 30
Vila Mangueiras
05154084 Nogueira de Ribeiro / MS",Mato Grosso,Brasil,7076.26,Ensino Médio,2,Divorciado,4,Saúde
Miguel Peixoto,318.945.067-66,34,13/12/1989,"Sítio das Neves, 55
Concórdia
90633538 da Mota de Viana / AM",Tocantins,Brasil,2862.46,Ensino Fundamental,0,Solteiro,9,Indústria
Leandro Rezende,543.786.921-55,20,08/04/2004,"Área de Rodrigues, 7
Distrito Industrial Do Jatoba
78506492 Novaes / GO",Rio de Janeiro,Brasil,2250.39,Ensino Fundamental,0,Solteiro,2,Saúde
Noah Correia,681.475.329-46,23,02/11/2000,"Viaduto Nina Lima
Pongelupe
23391-854 Oliveira Alegre / AM",Pará,Brasil,4112.94,Ensino Fundamental,3,Casado,5,Saúde
Mariana Ribeiro,109.382.647-96,58,23/07/1965,"Rodovia Paulo da Paz, 74
Jaqueline
91295931 Barbosa / RR",Mato Grosso,Brasil,12102.74,Ensino Superior,1,Casado,16,Educação
Heloísa Vieira,351.968.247-82,31,01/09/1992,"Distrito de Barbosa, 82
Conjunto Lagoa
87595506 Azevedo da Serra / AP",Roraima,Brasil,4600.74,Ensino Médio,0,Casado,6,Educação
Ana Beatriz Pereira,253.174.609-99,45,31/01/1979,"Fazenda de Barbosa
Vila Dos Anjos
70808-343 Silva / RR",,Brasil,11969.15,Ensino Superior,0,Casado,13,Saúde
Sra. Marina Santos,361.284.095-98,43,20/12/1980,"Avenida de Lopes, 68
Acaiaca
84569-775 Azevedo do Sul / GO",Santa Catarina,Brasil,5410.0,Ensino Médio,1,Casado,0,Indústria
Ana Laura Castro,951.734.206-34,23,18/04/2000,"Estrada Teixeira, 60
Barão Homem De Melo 3ª Seção
79427-862 da Mata das Pedras / MS",Piauí,Brasil,2436.39,Ensino Fundamental,0,Casado,3,Educação
Heitor Gomes,916.438.750-00,24,20/02/2000,"Setor Stephany Novaes, 874
Maria Goretti
54605-844 Silveira / MS",Maranhão,Brasil,1688.33,Ensino Fundamental,1,Divorciado,2,Educação
Emanuella da Paz,893.517.026-77,18,26/11/2005,"Avenida da Costa, 244
Jardim América
60136693 Silveira das Flores / RS",Paraná,Brasil,4458.81,Ensino Superior,1,Casado,0,Educação
Gabrielly Rodrigues,529.836.714-37,48,21/07/1975,"Recanto Gustavo Alves, 15
Havaí
72007291 Ramos / ES",Goiás,Brasil,6116.88,Ensino Médio,0,Casado,24,Saúde
Kevin Correia,097.584.163-75,21,11/04/2003,"Jardim Alana Nascimento, 269
Chácara Leonina
97624692 Nascimento das Pedras / RS",Rondônia,Brasil,6802.31,Ensino Médio,0,Casado,1,Tecnologia
Maria Clara da Luz,986.372.104-22,48,26/02/1976,"Passarela Lucca Cavalcanti, 10
Vila Ouro Minas
84523-387 Cunha da Serra / PI",Acre,Brasil,3908.1,Ensino Médio,3,Divorciado,3,Comércio
Dr. Rafael Rodrigues,250.837.496-29,82,04/07/1941,"Quadra de Ribeiro, 8
São Cristóvão
79847-194 Pires do Oeste / RR",Paraná,Brasil,4372.02,Ensino Médio,1,Divorciado,5,Indústria
Dr. Juan Viana,019.873.264-31,54,24/11/1969,"Alameda Fogaça
Vila Aeroporto
92822-511 Rezende da Praia / BA",Pernambuco,Brasil,5877.38,Ensino Fundamental,0,Casado,20,Saúde
Valentina Pinto,810.537.692-02,39,09/08/1984,"Passarela de Carvalho, 38
Conjunto Paulo Vi
63069472 Freitas / MS",Distrito Federal,Brasil,3001.45,Ensino Fundamental,0,Casado,16,Indústria
Theo Barbosa,347.208.196-13,49,21/04/1974,"Vereda Fogaça, 54
Rio Branco
97957-424 Silva / ES",Acre,Brasil,17080.77,Ensino Superior,0,Viúvo,25,Saúde
Isaac Pereira,159.802.374-88,62,17/01/1962,"Conjunto Juliana Lopes, 62
Piratininga
08484-618 Lopes do Sul / PA",Bahia,Brasil,22723.87,Pós-graduação,1,Solteiro,25,Saúde
Lavínia da Costa,247.965.301-34,24,24/09/1999,"Rodovia de Teixeira, 6
Alípio De Melo
06784-963 Caldeira / ES",Minas Gerais,Brasil,4600.44,Ensino Médio,2,Casado,6,Educação
Daniel Monteiro,127.463.980-87,38,06/01/1986,"Loteamento Noah da Mata, 915
São João
53821-961 da Luz / RO",Acre,Brasil,7383.89,,2,,13,
Pedro Lucas Silva,521.047.983-88,50,07/09/1973,"Favela de Jesus, 42
Marmiteiros
08364-953 Lopes / AP",Ceará,Brasil,5919.06,Ensino Fundamental,3,Casado,32,Tecnologia
Nathan da Costa,127.436.089-78,68,12/01/1956,"Chácara Ribeiro, 9
Dona Clara
12601195 Correia do Norte / AP",Acre,Brasil,8226.63,Ensino Médio,0,Solteiro,40,Saúde
Srta. Ana Julia Freitas,570.642.381-44,49,07/11/1974,"Núcleo Sabrina Cavalcanti, 258
Paraíso
37158728 Silveira do Norte / GO",Rio de Janeiro,Brasil,9879.24,Ensino Médio,3,Solteiro,2,Tecnologia
João Lucas Duarte,950.182.674-02,48,02/03/1976,"Fazenda Vitória Cardoso, 19
Conjunto Paulo Vi
68309-412 Gonçalves da Praia / MA",Santa Catarina,Brasil,11552.93,Ensino Médio,0,Divorciado,28,Saúde
Joana Barbosa,654.370.218-44,54,16/09/1969,"Passarela de Almeida, 1
Lorena
46093899 Fernandes de Araújo / MA",Paraná,Brasil,5273.75,Ensino Médio,2,Casado,2,Saúde
Pedro Lucas Cunha,416.837.520-07,22,23/09/2001,"Vereda Ramos, 72
Vitoria Da Conquista
74947-132 Mendes / MA",Rondônia,Brasil,7947.42,Ensino Superior,1,Casado,1,Saúde
Lavínia Moraes,269.487.130-50,53,14/01/1971,"Núcleo de Rodrigues, 58
Vila Novo São Lucas
73991694 Ribeiro do Campo / SC",Pernambuco,Brasil,10567.52,Ensino Superior,0,Casado,1,Saúde
Mirella da Conceição,924.016.837-04,25,04/05/1998,"Chácara de Peixoto
Jardim São José
18984-163 Pires de Goiás / GO",São Paulo,Brasil,3366.68,Ensino Médio,2,Casado,1,Saúde
Dra. Juliana Silveira,691.435.208-98,27,04/07/1996,"Parque de Azevedo, 31
Monte São José
58219-060 da Paz Verde / AM",Piauí,Brasil,2890.9,Ensino Médio,1,Casado,8,Indústria
Luana Ferreira,812.046.579-20,44,05/08/1979,"Viela Farias, 15
Santa Sofia
86015915 da Costa de Sales / RS",Goiás,Brasil,3328.35,Ensino Médio,0,Solteiro,8,Saúde
Sr. Rafael Costela,375.094.812-79,28,10/11/1995,"Vale Jesus, 392
Rio Branco
17517978 Farias de Silveira / RJ",Rondônia,Brasil,4141.99,Ensino Fundamental,4,Casado,3,Comércio
Paulo da Cunha,931.520.486-70,53,22/11/1970,"Área Clara Vieira, 27
Alpes
91907-407 Nogueira Grande / AM",Mato Grosso do Sul,Brasil,5328.74,Ensino Médio,1,Casado,30,Educação
Maria Fernanda Novaes,481.023.976-40,28,28/06/1995,"Campo Luigi das Neves, 51
São Gabriel
89890-988 Lima / SP",Distrito Federal,Brasil,7515.56,Ensino Médio,1,Solteiro,9,Tecnologia
Dr. Calebe Farias,946.582.071-76,43,13/04/1980,"Esplanada da Mota
Dom Cabral
88295-691 Carvalho / PB",Rio Grande do Sul,Brasil,,Ensino Superior,1,Casado,14,Indústria
Gabriel da Cunha,763.924.158-82,55,23/08/1968,"Distrito de Souza
Luxemburgo
43287-391 da Costa / RO",Alagoas,Brasil,3559.5,Ensino Fundamental,0,Casado,14,Educação
Sarah Cardoso,385.702.694-47,27,30/10/1996,"Rodovia Correia
Nova Suíça
82038632 Rocha / TO",Mato Grosso,Brasil,5290.65,Ensino Médio,0,Casado,8,Educação
Pietro Azevedo,892.471.603-40,24,18/02/2000,"Alameda Isabel Silva
Santa Rita
35761-419 Ferreira do Campo / RS",Espírito Santo,Brasil,11576.19,Ensino Superior,0,Casado,6,Saúde
Srta. Isadora Porto,038.976.421-31,41,18/12/1982,"Condomínio de Freitas, 80
Nova Cintra
99990-274 Caldeira / PR",Rondônia,Brasil,7211.05,Ensino Médio,1,Solteiro,1,Tecnologia
Ana Beatriz Monteiro,374.258.610-62,27,17/08/1996,"Vale de da Cruz, 69
Vila Do Pombal
65709967 Viana / AC",Piauí,Brasil,4641.33,Ensino Fundamental,0,Divorciado,8,Saúde
Maitê Nogueira,307.519.648-75,58,10/12/1965,"Loteamento de Costa, 59
Alípio De Melo
73823-192 Ribeiro / MG",Distrito Federal,Brasil,11024.1,Ensino Médio,0,Casado,25,Saúde
Felipe Oliveira,345.928.670-92,29,27/02/1995,"Estrada de Viana
Nova Suíça
52541898 da Cunha do Galho / AC",Amapá,Brasil,1622.01,Ensino Fundamental,0,Solteiro,1,Educação
Alana da Luz,524.371.896-37,21,23/04/2002,"Estrada Enrico Ramos, 30
Pousada Santo Antonio
22005899 Alves / TO",Paraíba,Brasil,4249.77,Ensino Superior,2,Casado,0,Educação
Emilly Cardoso,039.286.517-30,22,09/02/2002,"Feira de Peixoto
São Jorge 3ª Seção
77031743 Pinto / AC",Maranhão,Brasil,4717.64,Ensino Médio,2,Casado,2,Indústria
Alexia da Costa,795.240.183-14,37,13/02/1987,"Viaduto da Costa, 7
Santa Sofia
46157-549 da Conceição / AP",Roraima,Brasil,4854.06,Ensino Médio,1,Solteiro,1,Comércio
Emanuelly Sales,058.376.214-07,23,26/04/2000,"Morro Kaique Lima, 69
Estoril
13961126 Rocha / AM",Alagoas,Brasil,3346.05,Ensino Fundamental,4,Casado,2,Educação
Nicole da Mata,674.152.390-16,39,15/08/1984,"Recanto Lopes, 80
Vila Vista Alegre
75513914 Castro / AP",Distrito Federal,Brasil,8933.86,Ensino Médio,3,Divorciado,8,Tecnologia
Maria Julia Cunha,846.319.075-84,55,11/06/1968,"Feira Lorenzo da Mata, 71
Minas Brasil
81615-146 Nogueira de Martins / TO",Amazonas,Brasil,8467.03,Ensino Médio,1,Casado,16,Tecnologia
Elisa Silveira,235.640.981-51,27,13/10/1996,"Núcleo Maria Vitória Cardoso, 87
Paraíso
23544-214 Ribeiro / SE",,Brasil,5403.91,Ensino Superior,3,Casado,7,Educação
Emanuella da Luz,435.812.976-55,38,07/12/1985,"Viela de Silva, 77
Jardim Dos Comerciarios
62237586 Gomes da Mata / RR",Espírito Santo,Brasil,2572.05,Ensino Fundamental,0,Casado,13,Comércio
Lavínia Sales,076.821.593-59,49,01/01/1975,"Rua Pires, 533
Monsenhor Messias
76803-384 Nunes de Goiás / SC",Goiás,Brasil,5140.76,Ensino Médio,1,Casado,0,Comércio
Elisa Correia,374.258.690-47,46,09/01/1978,"Fazenda Moraes, 5
Alto Caiçaras
36500833 Novaes de Gonçalves / MA",Acre,Brasil,10092.79,Ensino Superior,5,Solteiro,22,Indústria
Caroline Gonçalves,612.839.457-46,58,22/02/1966,"Viela da Paz
Santa Monica
71515-428 Farias / AM",Tocantins,Brasil,6074.02,Ensino Médio,0,Solteiro,37,Educação
Marcos Vinicius Fernandes,913.857.406-39,22,04/11/2001,"Colônia Fernando Cunha, 7
Petropolis
19824-085 Costa / TO",Espírito Santo,Brasil,4446.25,,1,,3,
Gabriel Aragão,390.264.785-00,34,30/12/1989,"Ladeira de da Rosa, 3
Nova Granada
51387442 Gomes / SC",Alagoas,Brasil,,Ensino Médio,1,Solteiro,0,Indústria
Raul Ramos,051.427.693-25,54,22/09/1969,"Residencial Arthur Cardoso, 43
Confisco
33249-741 Mendes / AM",,Brasil,,,0,,21,
Lorenzo Sales,943.186.570-00,30,19/08/1993,"Setor Pinto, 547
Vila Ipiranga
67627853 Rodrigues / PR",Santa Catarina,Brasil,6463.25,Ensino Médio,1,Solteiro,0,Indústria
João Miguel Gonçalves,804.915.326-60,23,15/06/2000,"Morro de Campos
Vila Nova Cachoeirinha 3ª Seção
22550-454 da Luz / TO",,Brasil,8768.09,Ensino Superior,0,Solteiro,0,Saúde
